iter, curl_err, torque_err
172,0.005769,0.000424
173,0.006579,0.015338
174,0.005806,0.034081
175,0.003955,0.001562
176,0.004581,0.009151
177,0.007462,0.053324
178,0.005261,0.002579
179,0.006155,0.026226
180,0.004781,0.007236
181,0.005322,0.014676
182,0.005785,0.021987
183,0.004887,0.017854
184,0.004344,0.009587
185,0.005367,0.022546
186,0.00491,0.017446
187,0.004999,0.000957
188,0.004683,0.002714
189,0.005309,0.00316
190,0.005159,0.008976
191,0.00563,0.006111
192,0.005319,0.015398
193,0.006156,0.000779
194,0.004657,0.004146
195,0.004764,0.016252
196,0.004887,0.005067
197,0.004725,0.006915
198,0.005268,0.018666
199,0.005451,0.006644
200,0.005559,0.023355
201,0.004881,0.00302
202,0.004755,0.027499
203,0.006766,0.023077
204,0.005499,0.009929
205,0.005143,0.021565
206,0.005993,0.044558
207,0.006159,0.029187
208,0.00411,0.018525
209,0.00461,0.006481
210,0.004906,0.009094
211,0.005084,0.009031
212,0.004994,0.004973
213,0.007568,0.006626
214,0.005457,0.025818
215,0.004426,0.000247
216,0.009266,0.013053
217,0.005623,0.020228
218,0.007777,0.03029
219,0.005778,0.047795
220,0.004701,0.010778
221,0.004383,0.008462
222,0.00488,0.009132
223,0.005855,0.009149
224,0.004959,0.020979
225,0.004631,0.011297
226,0.00492,0.02412
227,0.006406,0.02059
228,0.004541,0.024564
229,0.006014,0.0431
230,0.006072,0.029443
231,0.004819,0.016973
232,0.004431,0.009118
233,0.005533,0.016115
234,0.005025,0.014899
235,0.004962,0.024131
236,0.004689,0.010299
237,0.005746,0.016303
238,0.003949,0.002941
239,0.005173,0.01001
240,0.006447,0.033942
241,0.005806,0.004089
242,0.005649,0.033201
243,0.005048,0.001559
244,0.004616,0.03922
245,0.004596,0.00433
246,0.009487,0.003621
247,0.005651,0.02437
248,0.0055,0.000868
249,0.004867,0.004538
250,0.004558,0.018453
251,0.005512,0.015677
252,0.005407,0.001775
253,0.006528,0.012579
254,0.008128,0.023525
255,0.005071,0.007819
256,0.005659,0.000239
257,0.004501,0.00492
258,0.004708,0.00288
259,0.005613,0.004923
260,0.005051,0.001218
261,0.006563,0.005965
262,0.00963,0.003644
263,0.004761,0.017137
264,0.005601,0.010658
265,0.006595,0.039107
266,0.005037,0.025178
267,0.004249,0.015247
268,0.005362,0.01638
269,0.00522,0.017473
270,0.004884,0.016778
271,0.00516,0.024359
272,0.005604,0.019011
273,0.007059,0.005769
274,0.004549,0.001806
275,0.004595,0.01769
276,0.005273,0.002468
277,0.004493,0.005852
278,0.005388,0.002649
279,0.005811,0.001124
280,0.005598,0.024072
281,0.005494,0.00955
282,0.004908,0.022963
283,0.007143,0.006055
284,0.006179,0.008506
285,0.00635,0.049799
286,0.006043,0.027406
287,0.004421,0.002809
288,0.004492,0.025432
289,0.006114,0.005962
290,0.00585,0.002762
291,0.006505,0.003161
292,0.00437,0.014057
293,0.004897,0.001023
294,0.00465,0.021203
295,0.004308,0.009489
296,0.005251,0.001544
297,0.004386,0.010949
298,0.00447,0.026475
299,0.006344,0.030193
300,0.004913,0.000781
301,0.005979,0.004839
302,0.005884,0.032835
303,0.004782,0.002602
304,0.005201,0.020206
305,0.005033,0.013796
306,0.00437,0.018583
307,0.005188,0.009222
308,0.006883,0.036071
309,0.00681,0.030106
310,0.009164,0.006004
311,0.007194,0.029928
312,0.004307,0.010213
313,0.005064,0.002721
314,0.006103,0.023909
315,0.004967,0.004294
316,0.005085,0.000132
317,0.00488,0.001716
318,0.004672,0.000327
319,0.005654,0.002373
320,0.005039,0.005693
321,0.005661,0.00058
322,0.006082,0.021979
323,0.004884,0.014303
324,0.004644,0.012059
325,0.003476,0.008506
326,0.005954,0.039024
327,0.005413,0.041568
328,0.004731,0.014241
329,0.00521,0.039563
330,0.003868,0.005655
331,0.005039,0.002724
332,0.004946,0.004622
333,0.006764,0.015508
334,0.00567,0.014025
335,0.004832,0.017436
336,0.004603,0.002958
337,0.004715,0.005829
338,0.012153,0.001246
339,0.008435,0.002855
340,0.00507,0.025125
341,0.005026,0.037731
342,0.00644,0.009372
343,0.00467,0.004099
344,0.004633,0.014545
345,0.005507,0.004354
346,0.005008,0.000426
347,0.004811,0.024703
348,0.004732,0.004971
349,0.006272,0.002894
350,0.004976,0.007643
351,0.005337,0.016603
352,0.006585,0.029142
353,0.004825,0.002463
354,0.005209,0.004343
355,0.005556,0.042839
356,0.004677,0.022374
357,0.006952,0.026128
358,0.005066,0.008567
359,0.004074,0.015115
360,0.004684,0.003157
361,0.004186,0.003049
362,0.005926,0.001826
363,0.005648,0.014379
364,0.004495,0.015584
365,0.005329,0.020278
366,0.00473,0.012343
367,0.00664,0.013115
368,0.004756,0.024735
369,0.006341,0.019375
370,0.004815,0.018969
371,0.004832,0.005077
372,0.004278,0.001683
373,0.005163,0.005077
374,0.005789,0.020547
375,0.005204,0.017438
376,0.005635,0.016881
377,0.004675,0.000798
378,0.004861,0.015572
379,0.006041,0.019141
380,0.009281,0.006236
381,0.00591,0.01352
382,0.00637,0.001488
383,0.006365,0.007753
384,0.003889,0.007199
385,0.005656,0.0261
386,0.005193,0.021274
387,0.00438,0.003025
388,0.004645,0.012111
389,0.005299,0.000037
390,0.004484,0.018409
391,0.005669,0.018991
392,0.01168,0.010603
393,0.004526,0.004343
394,0.005428,0.007965
395,0.009991,0.024161
396,0.004769,0.00995
397,0.005325,0.008388
398,0.006518,0.02501
399,0.00458,0.011779
400,0.004784,0.000839
401,0.004426,0.014594
402,0.005148,0.006055
403,0.00545,0.015383
404,0.00567,0.008406
405,0.005804,0.029638
406,0.005841,0.014811
407,0.004761,0.004858
408,0.00463,0.020368
409,0.005546,0.012333
410,0.005213,0.001843
411,0.005765,0.009437
412,0.00445,0.002414
413,0.004655,0.004319
414,0.007125,0.002684
415,0.00547,0.008682
416,0.005241,0.007383
417,0.005491,0.005449
418,0.004482,0.003535
419,0.006698,0.008494
420,0.006955,0.026236
421,0.005272,0.015224
422,0.006944,0.018398
423,0.004873,0.023037
424,0.004496,0.007101
425,0.006045,0.015639
426,0.004702,0.01557
427,0.004729,0.009764
428,0.0047,0.019219
429,0.004608,0.006813
430,0.007951,0.045724
431,0.005795,0.008229
432,0.005907,0.042427
433,0.005564,0.006506
434,0.007086,0.032843
435,0.005485,0.006327
436,0.004636,0.001188
437,0.005291,0.025208
438,0.006969,0.043444
439,0.005777,0.023008
440,0.004465,0.003255
441,0.004909,0.007395
442,0.004633,0.03249
443,0.004683,0.01227
444,0.005201,0.009163
445,0.006105,0.029342
446,0.005351,0.024372
447,0.005049,0.005111
448,0.005575,0.011412
449,0.004597,0.016874
450,0.004685,0.002623
451,0.004924,0.014122
452,0.0049,0.010983
453,0.006386,0.02248
454,0.007143,0.016425
455,0.00472,0.00929
456,0.005096,0.004925
457,0.005499,0.041248
458,0.005629,0.013542
459,0.005218,0.038445
460,0.004335,0.011337
461,0.005239,0.007284
462,0.004596,0.010872
463,0.005081,0.017455
464,0.005407,0.006803
465,0.005923,0.005776
466,0.005856,0.002241
467,0.005161,0.017787
468,0.005785,0.041072
469,0.004606,0.011844
470,0.005965,0.030055
471,0.005625,0.000992
472,0.004833,0.00806
473,0.004313,0.019409
474,0.004745,0.025265
475,0.005816,0.0321
476,0.004431,0.023173
477,0.005776,0.0125
478,0.006994,0.006539
479,0.004921,0.012272
480,0.004853,0.008741
481,0.006786,0.003204
482,0.005448,0.026575
483,0.003581,0.00675
484,0.007877,0.016249
485,0.005155,0.007765
486,0.005249,0.013285
487,0.006651,0.020979
488,0.005117,0.015984
489,0.005568,0.001235
490,0.004813,0.002163
491,0.005268,0.01828
492,0.006076,0.016328
493,0.006425,0.000512
494,0.0062,0.052484
495,0.005693,0.037969
496,0.004483,0.003766
497,0.005052,0.006907
498,0.004978,0.000723
499,0.00535,0.023713
500,0.00459,0.006736
501,0.005974,0.006158
502,0.006795,0.020952
503,0.0052,0.00847
504,0.004638,0.005998
505,0.006814,0.036157
506,0.007793,0.026654
507,0.008576,0.005866
508,0.004555,0.001682
509,0.004478,0.003148
510,0.004804,0.006787
511,0.005418,0.002241
512,0.004928,0.02674
513,0.00481,0.005004
514,0.003815,0.000347
515,0.005062,0.022067
516,0.004294,0.021773
517,0.006369,0.032949
518,0.00554,0.029055
519,0.004884,0.015302
520,0.005147,0.005428
521,0.006103,0.009623
522,0.008016,0.03084
523,0.006411,0.016689
524,0.004489,0.00475
525,0.004093,0.002873
526,0.004525,0.018353
527,0.005629,0.010554
528,0.004455,0.022214
529,0.00595,0.046782
530,0.005398,0.008378
531,0.00456,0.014764
532,0.004774,0.004459
533,0.005629,0.007287
534,0.004587,0.013896
535,0.00556,0.018553
536,0.005553,0.011168
537,0.005047,0.003708
538,0.004596,0.021304
539,0.005407,0.022094
540,0.005133,0.012197
541,0.005683,0.014685
542,0.006119,0.013624
543,0.004998,0.029105
544,0.00431,0.001028
545,0.005745,0.00614
546,0.006539,0.013296
547,0.004595,0.000909
548,0.00875,0.028325
549,0.005056,0.00897
550,0.007896,0.062456
551,0.005622,0.048574
552,0.005143,0.010191
553,0.004655,0.009951
554,0.004827,0.000743
555,0.005053,0.001661
556,0.0054,0.003751
557,0.008505,0.012128
558,0.007024,0.025501
559,0.005022,0.027866
560,0.00472,0.002618
561,0.004732,0.003627
562,0.006208,0.000328
563,0.00613,0.017538
564,0.004589,0.019822
565,0.005469,0.037919
566,0.00787,0.015173
567,0.00404,0.015369
568,0.005297,0.005075
569,0.006522,0.00137
570,0.00481,0.003486
571,0.005398,0.045027
572,0.006168,0.020133
573,0.00547,0.007761
574,0.004581,0.003502
575,0.004895,0.005612
576,0.005901,0.014614
577,0.006411,0.005909
578,0.005552,0.035938
579,0.005686,0.014042
580,0.004068,0.010579
581,0.006907,0.024806
582,0.004519,0.011662
583,0.005489,0.012673
584,0.005079,0.00344
585,0.004739,0.004814
586,0.005395,0.00508
587,0.004859,0.000777
588,0.004633,0.013397
589,0.006023,0.000664
590,0.006465,0.006247
591,0.005038,0.011428
592,0.004553,0.00057
593,0.005707,0.004065
594,0.004607,0.014321
595,0.005873,0.006001
596,0.007301,0.001126
597,0.005208,0.014532
598,0.007484,0.010609
599,0.00446,0.005495
600,0.004858,0.023463
601,0.005024,0.011492
602,0.005254,0.014198
603,0.004289,0.012504
604,0.004937,0.005172
605,0.00515,0.000707
606,0.006836,0.005632
607,0.006751,0.014875
608,0.005293,0.02127
609,0.005442,0.023155
610,0.00503,0.007942
611,0.007048,0.012065
612,0.003959,0.002883
613,0.005262,0.006836
614,0.006447,0.038284
615,0.004455,0.006794
616,0.004744,0.004609
617,0.005973,0.030848
618,0.005203,0.01638
619,0.00581,0.001837
620,0.004579,0.015343
621,0.004947,0.019591
622,0.006412,0.003941
623,0.005687,0.044546
624,0.006003,0.023545
625,0.005284,0.000685
626,0.00571,0.003144
627,0.004863,0.012328
628,0.004883,0.007525
629,0.004898,0.007618
630,0.005716,0.006683
631,0.006126,0.01054
632,0.006264,0.01743
633,0.004075,0.002362
634,0.005048,0.024275
635,0.011115,0.054387
636,0.005022,0.019411
637,0.006873,0.032382
638,0.005926,0.026325
639,0.004325,0.009824
640,0.004822,0.013405
641,0.005271,0.023654
642,0.005721,0.026695
643,0.005072,0.005536
644,0.004824,0.004864
645,0.005045,0.006278
646,0.005538,0.005661
647,0.005482,0.008969
648,0.005061,0.022604
649,0.005067,0.010472
650,0.004276,0.004219
651,0.006625,0.008184
652,0.007601,0.026301
653,0.006411,0.004846
654,0.005541,0.040253
655,0.004612,0.01959
656,0.004868,0.01003
657,0.003773,0.009147
658,0.004369,0.000901
659,0.006729,0.015361
660,0.004552,0.011435
661,0.005705,0.002007
662,0.005467,0.018787
663,0.00498,0.006654
664,0.004724,0.003654
665,0.006052,0.031794
666,0.005744,0.007638
667,0.006817,0.006229
668,0.004763,0.010773
669,0.004952,0.00975
670,0.004425,0.00137
671,0.005333,0.001987
672,0.004982,0.024348
673,0.004633,0.010039
674,0.005843,0.019597
675,0.008791,0.018186
676,0.005691,0.008448
677,0.006218,0.003223
678,0.005788,0.017603
679,0.007178,0.005576
680,0.003856,0.000073
681,0.005022,0.019826
682,0.006167,0.029471
683,0.004477,0.026853
684,0.004677,0.008063
685,0.005238,0.016362
686,0.005538,0.007623
687,0.006282,0.023893
688,0.006762,0.008809
689,0.00628,0.026229
690,0.006726,0.025684
691,0.004129,0.01728
692,0.005076,0.003778
693,0.004605,0.001926
694,0.010613,0.011587
695,0.005265,0.023848
696,0.004672,0.014791
697,0.006769,0.030876
698,0.004366,0.018897
699,0.005778,0.035258
700,0.005163,0.011562
701,0.005615,0.012395
702,0.006797,0.00002
703,0.005284,0.008857
704,0.004109,0.009578
705,0.004423,0.000747
706,0.005006,0.009524
707,0.005762,0.003521
708,0.004964,0.000732
709,0.005545,0.031737
710,0.005758,0.020014
711,0.005321,0.036855
712,0.004363,0.015391
713,0.006185,0.018472
714,0.004601,0.01302
715,0.004968,0.008617
716,0.004414,0.025354
717,0.005763,0.010848
718,0.004934,0.025548
719,0.005403,0.003594
720,0.005253,0.026189
721,0.005316,0.015636
722,0.00688,0.020818
723,0.006447,0.024304
724,0.00435,0.008718
725,0.004636,0.024331
726,0.00549,0.007576
727,0.00615,0.03362
728,0.005103,0.005408
729,0.005452,0.013079
730,0.004356,0.01812
731,0.005773,0.010856
732,0.004749,0.01075
733,0.00616,0.012369
734,0.00503,0.030149
735,0.003771,0.002966
736,0.006552,0.033654
737,0.005697,0.019809
738,0.005447,0.042709
739,0.004564,0.003583
740,0.004851,0.008422
741,0.005054,0.005388
742,0.004995,0.027066
743,0.005414,0.018922
744,0.007205,0.031686
745,0.004857,0.010697
746,0.004698,0.002421
747,0.006775,0.050779
748,0.005153,0.001154
749,0.005388,0.026519
750,0.005462,0.006189
751,0.004821,0.006037
752,0.005301,0.007519
753,0.004427,0.013621
754,0.004354,0.010782
755,0.004168,0.011307
756,0.005018,0.009376
757,0.006864,0.051087
758,0.01355,0.014022
759,0.005385,0.005261
760,0.004863,0.020835
761,0.005968,0.005798
762,0.005752,0.020698
763,0.005172,0.006251
764,0.005847,0.020911
765,0.004495,0.011384
766,0.005311,0.006749
767,0.005169,0.006951
768,0.005005,0.011991
769,0.006313,0.005728
770,0.005698,0.009733
771,0.00548,0.005567
772,0.004739,0.009625
773,0.005477,0.008741
774,0.005194,0.020587
775,0.005189,0.016221
776,0.005691,0.012205
777,0.005226,0.005949
778,0.004696,0.021195
779,0.006373,0.00795
780,0.004844,0.002472
781,0.005765,0.009547
782,0.007372,0.001197
783,0.005018,0.004846
784,0.004919,0.006215
785,0.004476,0.001246
786,0.004506,0.002169
787,0.006265,0.014222
788,0.004496,0.012131
789,0.007081,0.0205
790,0.005599,0.01101
791,0.004468,0.002439
792,0.004554,0.017775
793,0.004891,0.00375
794,0.005568,0.010502
795,0.004863,0.022176
796,0.00442,0.020901
797,0.005332,0.002541
798,0.005228,0.010326
799,0.005705,0.033236
800,0.005187,0.01906
801,0.004423,0.004368
802,0.004697,0.021014
803,0.004993,0.026729
804,0.004797,0.015391
805,0.006451,0.03214
806,0.00668,0.029346
807,0.0049,0.001289
808,0.005768,0.062365
809,0.006664,0.007547
810,0.006418,0.01718
811,0.005979,0.006491
812,0.005929,0.005574
813,0.005212,0.022781
814,0.005118,0.006485
815,0.004444,0.010858
816,0.006125,0.023605
817,0.005389,0.035518
818,0.005208,0.038118
819,0.004406,0.016979
820,0.005905,0.002809
821,0.005124,0.00699
822,0.005604,0.02235
823,0.006605,0.024798
824,0.004749,0.031232
825,0.00634,0.01698
826,0.004198,0.00131
827,0.005338,0.011271
828,0.005729,0.02356
829,0.005436,0.007355
830,0.006258,0.000246
831,0.006762,0.031863
832,0.004872,0.010735
833,0.004336,0.03174
834,0.006436,0.00594
835,0.005156,0.022679
836,0.00511,0.008162
837,0.006288,0.019182
838,0.005223,0.0209
839,0.005436,0.016273
840,0.004445,0.013384
841,0.005483,0.016
842,0.006115,0.008341
843,0.004857,0.004219
844,0.004289,0.000523
845,0.005331,0.007316
846,0.005653,0.023107
847,0.006419,0.027585
848,0.004719,0.031052
849,0.006099,0.033455
850,0.006042,0.003522
851,0.005252,0.014982
852,0.004549,0.006728
853,0.005394,0.002608
854,0.004774,0.019625
855,0.005637,0.01589
856,0.006666,0.007176
857,0.004179,0.014529
858,0.010996,0.067958
859,0.008273,0.043061
860,0.004332,0.001937
861,0.005586,0.021337
862,0.007457,0.034004
863,0.004495,0.000109
864,0.004633,0.009049
865,0.004921,0.016171
866,0.006957,0.030342
867,0.00528,0.023366
868,0.005093,0.011362
869,0.004805,0.030881
870,0.005762,0.002768
871,0.005642,0.003014
872,0.004753,0.011332
873,0.004913,0.008972
874,0.004727,0.008917
875,0.005241,0.012782
876,0.005324,0.016453
877,0.006201,0.043483
878,0.00546,0.022381
879,0.004397,0.001213
880,0.00491,0.006407
881,0.005105,0.016847
882,0.005109,0.021712
883,0.005652,0.00944
884,0.009281,0.013201
885,0.0056,0.009058
886,0.006232,0.024008
887,0.004169,0.011077
888,0.003395,0.000674
889,0.005483,0.031451
890,0.004679,0.024672
891,0.003993,0.007622
892,0.004394,0.006955
893,0.00542,0.018506
894,0.005386,0.006574
895,0.006046,0.010298
896,0.006069,0.010396
897,0.00487,0.007448
898,0.005392,0.030568
899,0.006693,0.030897
900,0.005497,0.0086
901,0.004461,0.02047
902,0.00641,0.020887
903,0.005103,0.004736
904,0.004863,0.016756
905,0.005886,0.020648
906,0.004229,0.002801
907,0.004213,0.000177
908,0.004568,0.014058
909,0.005903,0.016915
910,0.004724,0.00076
911,0.005657,0.002063
912,0.011463,0.002146
913,0.005811,0.005162
914,0.005921,0.04572
915,0.00455,0.009386
916,0.004383,0.01964
917,0.004664,0.016131
918,0.00544,0.002205
919,0.006208,0.037336
920,0.005116,0.001301
921,0.004802,0.029166
922,0.004348,0.006109
923,0.004691,0.00429
924,0.004993,0.014502
925,0.006361,0.009297
926,0.006213,0.020254
927,0.005088,0.00293
928,0.00415,0.0023
929,0.006071,0.008478
930,0.005639,0.006055
931,0.004556,0.006905
932,0.004652,0.00613
933,0.004483,0.011267
934,0.006007,0.026066
935,0.00553,0.018694
936,0.006059,0.03113
937,0.004509,0.000783
938,0.004757,0.009987
939,0.005961,0.018103
940,0.005884,0.006965
941,0.005903,0.011379
942,0.00573,0.034986
943,0.004732,0.015142
944,0.004687,0.00731
945,0.004832,0.00798
946,0.005013,0.013787
947,0.007485,0.006376
948,0.00454,0.012553
949,0.005875,0.003388
950,0.005211,0.028147
951,0.004167,0.0055
952,0.005428,0.000172
953,0.00489,0.020074
954,0.006147,0.025557
955,0.005497,0.016209
956,0.004401,0.010711
957,0.006063,0.034168
958,0.005073,0.025152
959,0.005963,0.029306
960,0.005055,0.013882
961,0.005091,0.018013
962,0.004963,0.026361
963,0.008199,0.058654
964,0.004979,0.003062
965,0.004844,0.019532
966,0.005247,0.013639
967,0.006667,0.023731
968,0.005304,0.011222
969,0.004993,0.010511
970,0.0046,0.006065
971,0.004561,0.015786
972,0.006376,0.004826
973,0.006864,0.002136
974,0.005039,0.021025
975,0.004906,0.000686
976,0.004367,0.001492
977,0.005076,0.015525
978,0.004123,0.003822
979,0.005474,0.000072
980,0.004875,0.022514
981,0.005284,0.021445
982,0.007383,0.023693
983,0.005411,0.006472
984,0.005157,0.003121
985,0.007004,0.028457
986,0.005688,0.005545
987,0.004981,0.010619
988,0.0063,0.034313
989,0.006025,0.017191
990,0.004054,0.008678
991,0.005064,0.000062
992,0.005068,0.033059
993,0.005221,0.011361
994,0.004881,0.005518
995,0.005335,0.005771
996,0.006329,0.021081
997,0.006642,0.057136
998,0.009619,0.00397
999,0.003805,0.025299
1000,0.004638,0.012834
1001,0.005849,0.040122
1002,0.004838,0.00111
1003,0.003914,0.001677
1004,0.004342,0.004709
1005,0.004655,0.008119
1006,0.004809,0.015946
1007,0.005796,0.000461
1008,0.005784,0.002049
1009,0.005702,0.009189
1010,0.006934,0.018491
1011,0.006405,0.013716
1012,0.004255,0.002266
1013,0.00514,0.019157
1014,0.005406,0.02078
1015,0.005738,0.033247
1016,0.005735,0.007598
1017,0.004233,0.003774
1018,0.005468,0.004033
1019,0.00596,0.022667
1020,0.00461,0.002345
1021,0.005879,0.011713
1022,0.00552,0.017427
1023,0.005037,0.01306
1024,0.004966,0.012063
,,
MEAN,0.0054638583984375,0.0144888671875
STDEV,0.00110192705035709,
MAX,0.01355,
